Nombre,Latitud,Longitud,Demanda
Deposito Regional del Callao,-12.0409,-77.1065,0
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Club Tiro Bellavista,-12.060159,-77.126853,816
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Telmo Carbajo,-12.06374,-77.130868,857
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Estadio Miguel Grau,-12.059851,-77.119799,851
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Parque Yahuar Huaca,-12.062986,-77.121892,850
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Colegio Hermanos Maristas,-12.056262,-77.128053,809
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Institución educativa republica de Venezuela,-12.050754,-77.130651,852
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Parque Mariscal Ramon Castilla,-12.05,-77.132099,783
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Estadio,-12.063653,-77.130946,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Colegio Militar 'Leoncio Prado',-12.075222,-77.117888,812
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Hacienda San Agustin,-12.032226,-77.117897,855
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Italia,-12.02112,-77.098534,833
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Parque Manuel C Dulanto,-12.043941,-77.103464,850
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Colegio San Antonio Marianistas,-12.060005,-77.12451,812
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Base de la Marina de Guerra del Peru,-12.069751,-77.106994,840
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Fortaleza del Real Felipe,-12.062284,-77.148859,850
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Campolo Alcalde,-12.064851,-77.107715,840
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Estadio Gualberto Lizarraga,-12.059866,-77.110361,812
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Colegio Jose Olaya,-12.06979,-77.126919,844
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque de Canes Gigi,-12.05933,-77.111459,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Stella Maris,-12.058965,-77.116115,812
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
Parque Aeropuerto,-12.034512,-77.097975,844
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
CEP Maristas,-12.0506098,-77.127109,812
